Tid (h);Norm konc. 5
3.119444444;0.088639967
3.122222222;0.088946857
3.125;0.089253747
3.127777778;0.089202598
3.130555556;0.089049153
3.133333333;0.087617002
3.136111111;0.087412409
3.138888889;0.093141016
3.141666667;0.08736126
3.144444444;0.086747481
3.147222222;0.086338295
3.15;0.086338295
3.152777778;0.085622219
3.155555556;0.092680681
3.158333333;0.086082553
3.161111111;0.085673367
3.163888889;0.085571071
3.166666667;0.085571071
3.169444444;0.085417626
3.172222222;0.085417626
3.175;0.085775664
3.177777778;0.085264181
3.180555556;0.085468774
3.183333333;0.085571071
3.186111111;0.085366477
3.188888889;0.085519922
3.191666667;0.092476088
3.194444444;0.084803846
3.197222222;0.084906143
3.2;0.084906143
3.202777778;0.084906143
3.205555556;0.084752698
3.208333333;0.085110736
3.211111111;0.086900926
3.213888889;0.085161884
3.216666667;0.085417626
3.219444444;0.085519922
3.222222222;0.085980257
3.225;0.086287146
3.227777778;0.086440591
3.230555556;0.086747481
3.233333333;0.087003222
3.236111111;0.087105519
3.238888889;0.087463557
3.241666667;0.087565853
3.244444444;0.08766815
3.247222222;0.088026188
3.25;0.088435374
3.252777778;0.089356043
3.255555556;0.089969823
3.258333333;0.090276712
3.261111111;0.089969823
3.263888889;0.089918674
3.266666667;0.089611785
3.269444444;0.088691116
3.272222222;0.087617002
3.275;0.088179633
3.277777778;0.089100302
3.280555556;0.089407191
